word,word_book,definition,CEFR,tag,phonetic
magnanimous,"[""tem8"", ""greA""]",adj.. 宽宏大量的,C2,null,/mæɡˈnænɪməs/
magnate,"[""tem8"", ""greA""]",n.. 巨头；大亨,C2,"```json
[""Economy"", ""Business"", ""Media""]
```",/ˈmæɡneɪt/
magnesium,"[""tem4"", ""toefl""]",n.. 镁,C1,"```json
[""Science"", ""Health""]
```",/mæɡˈniːziəm/
magnet,"[""cet4"", ""cet6"", ""tem4"", ""toefl""]",n.. 磁铁；磁体 ; n.. 有吸引力的人（或物）,C2,,/ˈmæɡnɪt/
magnetic,"[""cet4"", ""tem4"", ""ielts"", ""toefl""]",adj.. 磁的；有磁性的,A2,"```json
[""Tech"", ""Science"", ""Health""]
```",/mæɡˈnɛtɪk/
magnetism,"[""cet6"", ""tem8"", ""ielts""]",n.. 磁性；磁力 ; n.. 魅力，吸引力,C1,,/ˈmæɡ.nə.tɪ.zəm/
magnificent,"[""cet4"", ""tem4"", ""ielts"", ""toefl"", ""greA""]",adj.. 壮丽的，宏伟的,B1,null,/mæɡˈnɪfɪsənt/
magnify,"[""cet6"", ""tem4"", ""ielts"", ""toefl"", ""greA""]",v.. 放大；扩大 ; v.. 夸大,B2,null,/ˈmæɡnɪfaɪ/
magnitude,"[""cet6"", ""tem8"", ""ielts"", ""toefl"", ""greA""]",n.. 大小；量级；重要性,B1,"```json
[""Tech"", ""Science"", ""Economy"", ""Environment"", ""Health"", ""Education""]
```",/ˈmæɡnɪtuːd/
magnolia,"[""tem8""]",n.. 木兰；玉兰,C2,null,/mæɡˈnoʊliə/
magpie,"[""tem8"", ""greA""]",n.. 鹊，喜鹊,C2,null,/ˈmæɡpaɪ/
mahogany,"[""tem4""]",n.. 桃花心木；红木,C2,null,/məˈhɒɡəni/
maid,"[""highschool"", ""cet4"", ""cet6"", ""tem4""]",n.. 女仆，侍女,C1,null,/meɪd/
maiden,"[""cet6"", ""tem4""]",n.. 少女；处女 ; adj.. 初次的；未婚的,C1,null,/ˈmeɪdən/
mail,"[""midschool"", ""highschool"", ""cet4"", ""tem4""]",v.. 邮寄 ; n.. 邮件,A2,null,/meɪl/
mailbox,"[""highschool"", ""tem4""]",n.. 邮箱；信箱,B1,null,/ˈmeɪlˌbɒks/
maim,"[""tem8"", ""toefl""]",v.. 使残废；致残,C2,null,/meɪm/
main,"[""midschool"", ""highschool"", ""cet4"", ""cet6"", ""tem4""]",adj.. 主要的 ; n.. 主要部分；总管道,B1,null,/meɪn/
mainland,"[""midschool"", ""highschool"", ""cet4"", ""tem4""]",n.. 大陆,C2,null,/ˈmeɪnlənd/
mainly,"[""cet4""]",adv.. 主要地,A2,null,/ˈmeɪnli/
mainspring,"[""tem8""]",n.. 主发条；主要动力,C2,"```json
[""Tech"", ""Science"", ""Art"", ""Literature"", ""Education""]
```",/ˈmeɪnˌsprɪŋ/
mainstay,"[""tem8""]",n.. 支柱；中流砥柱,C2,null,/ˈmeɪnsteɪ/
mainstream,"[""tem4""]",n.. 主流 ; adj.. 主流的,C1,null,/ˈmeɪnˌstriːm/
maintain,"[""cet4"", ""tem4"", ""ielts"", ""toefl""]",v.. 维持；保持；维修；坚持 ; n.. 维护；保养,B1,null,/meɪnˈteɪn/
maintenance,"[""cet4"", ""cet6"", ""tem4"", ""ielts"", ""toefl"", ""greA""]",n.. 维护；保养 ; v.. 维持；保持,B1,"```json
[""Tech"", ""Economy"", ""Health"", ""Environment"", ""Society"", ""Laws""]
```",/ˈmeɪntənəns/
maize,"[""tem4"", ""ielts"", ""greA""]",n.. 玉米,C2,null,/meɪz/
majestic,"[""tem8"", ""greA""]",adj.. 雄伟的，壮丽的,C2,null,/məˈdʒɛstɪk/
majesty,"[""cet6"", ""tem4"", ""ielts""]",n.. 威严；雄伟；陛下,C1,null,/ˈmædʒəsti/
major,"[""highschool"", ""cet4"", ""tem4"", ""ielts"", ""toefl""]",n.. 专业；主修科目 ; adj.. 主要的；重大的 ; v.. 主修,B1,null,/ˈmeɪdʒər/
majority,"[""highschool"", ""cet4"", ""cet6"", ""tem4"", ""ielts"", ""toefl""]",n.. 多数，大多数,B1,null,/məˈdʒɒrɪti/
make,"[""midschool"", ""highschool"", ""cet4"", ""tem4""]",v.. 做；制造；使得 ; n.. 品牌；型号,A2,null,/meɪk/
make-believe,"[""tem8""]",n.. 假想；虚构 ; adj.. 假装的；虚构的,B1,null,/ˈmeɪk bɪˌliːv/
make-up,"[""tem4""]",n.. 化妆品；化妆 ; v.. 编造；弥补,B1,"```json
[""Fashion"", ""Art"", ""Media""]
```",/ˈmeɪkˌʌp/
makeshift,"[""tem8""]",adj.. 临时的，权宜的,C2,null,/ˈmeɪkʃɪft/
makeup,"[""cet6""]",n.. 化妆；化妆品 ; v.. 组成；补足,C2,"[""Fashion"", ""Art"", ""Health""]",/ˈmeɪkʌp/
making,"[""tem4""]",v.. 制作；使成为 ; n.. 制造；生产,A2,null,/ˈmeɪkɪŋ/
maladjusted,"[""tem8""]",adj.. 失调的，不适应的,C2,null,/ˌmæləˈdʒʌstɪd/
maladministration,"[""tem8""]",n.. 管理不善；行政失当,C2,"```json
[""Politics"", ""Society"", ""Laws""]
```",/ˌmælədˌmɪnɪˈstreɪʃən/
maladroit,"[""greA""]",adj.. 笨拙的，不灵巧的,C2,null,/ˌmæləˈdrɔɪt/
malady,"[""tem4"", ""ielts"", ""toefl""]",n.. 疾病；弊病,B2,,/ˈmælədi/
malaise,"[""ielts"", ""greA""]",n.. 不适；萎靡 ; adj.. 不舒服的,C2,null,/məˈleɪz/
malapropism,"[""greA""]",n.. 词语误用,C2,null,/ˈmæləprɒpɪzəm/
malaria,"[""tem4""]",n.. 疟疾,B2,"```json
[""Health"", ""Environment""]
```",/məˈlɛəriə/
malcontent,"[""toefl"", ""greA""]",n.. 不满者；愤懑者 ; adj.. 不满的；愤懑的,C2,null,/ˈmælkənˌtɛnt/
male,"[""highschool"", ""cet4"", ""tem4"", ""toefl""]",adj.. 男性的；雄性的 ; n.. 男性；雄性动物,A2,null,/meɪl/
malevolent,"[""toefl"", ""greA""]",adj.. 恶意的，恶毒的,C2,null,/məˈlɛvələnt/
malfeasance,"[""greA""]",n.. 渎职；违法行为,C2,"```json
[""Laws"", ""Politics"", ""Society""]
```",/mælˈfiːzəns/
malformed,"[""tem8""]",adj.. 畸形的；不正常的,C2,null,/mælˈfɔːrmd/
malfunction,"[""tem8"", ""greA""]",v.. 发生故障，失灵 ; n.. 故障，失灵,C2,"```json
[""Tech"", ""Science"", ""Health""]
```",/mælˈfʌŋkʃən/
malice,"[""tem4"", ""ielts"", ""toefl""]",n.. 恶意，怨恨,C2,null,/ˈmælɪs/
malicious,"[""cet6"", ""tem4"", ""ielts"", ""toefl"", ""greA""]",adj.. 恶意的，恶毒的,C2,null,/məˈlɪʃəs/
malign,"[""tem8"", ""toefl"", ""greA""]",v.. 诽谤，中伤 ; adj.. 恶意的，有害的,C2,null,/məˈlaɪn/
malignancy,"[""tem8""]",n.. 恶性；恶性肿瘤,C2,"```json
[""Health""]
```",/məˈlɪɡnənsi/
malignant,"[""tem8""]",adj.. 恶性的；有害的,B2,"```json
[""Health"", ""Science""]
```",/məˈlɪɡnənt/
malinger,"[""greA""]",v.. 装病逃避,C2,null,/məˈlɪŋɡər/
mall,"[""cet6"", ""tem4""]",n.. 购物中心；商场,A2,null,/mɔːl/
malleable,"[""toefl"", ""greA""]",adj.. 可塑的；易改变的,C2,null,/ˈmæliəbəl/
malnutrition,"[""tem4""]",n.. 营养不良,C2,"```json
[""Health"", ""Environment"", ""Society""]
```",/ˌmælnjuːˈtrɪʃən/
malnutritious,"[""tem4""]",adj.. 营养不良的,C1,null,/ˌmælnjuːˈtrɪʃəs/
malpractice,"[""tem8"", ""greA""]",n.. 渎职；玩忽职守,C2,"```json
[""Health"", ""Laws""]
```",/mælˈpræktɪs/
malt,"[""tem8""]",n.. 麦芽,C2,null,/mɔːlt/
maltreat,"[""tem4""]",v.. 虐待,C2,null,/mælˈtriːt/
mammal,"[""cet6"", ""tem4"", ""toefl"", ""greA""]",n.. 哺乳动物,C2,null,/ˈmæməl/
mammals,"[""toefl""]",n.. 哺乳动物,C2,null,/ˈmæməlz/
mammoth,"[""tem8"", ""toefl"", ""greA""]",n.. 猛犸象；庞然大物 ; adj.. 巨大的,C2,null,/ˈmæməθ/
man,"[""midschool"", ""highschool"", ""cet4"", ""tem4""]",n.. 男人；人 ; v.. 操纵；在...岗位上工作,A1,null,/mæn/
man-made,"[""midschool"", ""tem4""]",adj.. 人造的,B1,null,/ˈmænˌmeɪd/
manacle,"[""tem8""]",n.. 手铐；束缚 ; v.. 给…戴上手铐；束缚,C2,null,/ˈmænəkəl/
manage,"[""midschool"", ""highschool"", ""cet4"", ""tem4"", ""toefl""]",v.. 管理；经营；设法 ; n.. 管理人员；经理,A2,null,/ˈmænɪdʒ/
manageable,"[""tem8""]",adj.. 易管理的；可应付的,A1,null,/ˈmænɪdʒəbəl/
management,"[""cet4"", ""tem4""]",n.. 管理；经营；管理部门,B1,"```json
[""Tech"", ""Economy"", ""Health"", ""Education"", ""Society"", ""Laws""]
```",/ˈmænɪdʒmənt/
manager,"[""midschool"", ""highschool"", ""cet4"", ""tem4""]",n.. 经理；管理者,A2,null,/ˈmænɪdʒər/
managerial,"[""tem8""]",adj.. 管理的；经理的,A1,null,/ˌmænɪˈdʒɪəriəl/
mandarin,"[""tem8""]",n.. 普通话；官员,C2,null,/ˈmændərɪn/
mandate,"[""tem8"", ""toefl"", ""greA""]",n.. 授权；命令 ; v.. 强制执行；批准,C1,,/ˈmæn.deɪt/
mandatory,"[""tem8"", ""toefl"", ""greA""]",adj.. 强制性的，义务的,B2,null,/ˈmændəˌtɔːri/
mane,"[""tem8""]",n.. 鬃毛；长发,A1,null,/meɪn/
maneuver,"[""toefl""]",v.. 操纵，调动；用计谋 ; n.. 策略，机动；军事演习,C2,null,/məˈnuːvər/
manful,"[""tem8""]",adj.. 勇敢的；果断的,A1,null,/ˈmænfəl/
manger,"[""tem8""]",n.. 马槽；饲料槽,C2,null,/ˈmeɪndʒər/
mangle,"[""toefl"", ""greA""]",v.. 乱砍；损坏 ; n.. 轧干机,C2,null,/ˈmæŋɡəl/
mango,"[""tem4""]",n.. 芒果,B2,null,/ˈmæŋɡoʊ/
manhood,"[""tem4""]",n.. 成年；男子气概,A1,null,/ˈmæn.hʊd/
mania,"[""tem8"", ""toefl"", ""greA""]",n.. 狂热，癖好,A1,null,/ˈmeɪniə/
maniac,"[""tem8""]",n.. 疯子；狂人,C2,null,/ˈmeɪniæk/
manic,"[""tem8""]",adj.. 狂躁的,A1,null,/ˈmænɪk/
manicure,"[""tem8""]",n.. 修指甲 ; v.. 修剪指甲,A1,null,/ˈmænɪkjʊər/
manifest,"[""cet6"", ""tem4"", ""ielts"", ""toefl"", ""greA""]",v.. 表明，显示 ; n.. 清单；货单,C2,"```json
[""Economy"", ""Politics"", ""Laws"", ""Society""]
```",/ˈmænɪˌfɛst/
manifestation,"[""tem8"", ""ielts"", ""greA""]",n.. 表现；显示；体现,B2,null,/ˌmænɪfɛˈsteɪʃən/
manifesto,"[""tem8"", ""ielts"", ""greA""]",n.. 宣言；声明,C2,"```json
[""Politics"", ""Literature"", ""Art"", ""Society""]
```",/ˌmænɪˈfɛstoʊ/
manifold,"[""tem4"", ""toefl"", ""greA""]",adj.. 多样的，多方面的 ; n.. 歧管；复写本,C2,"```json
[""Tech"", ""Science"", ""Mathematics"", ""Art"", ""Literature""]
```",/ˈmænɪfoʊld/
manipulate,"[""cet6"", ""tem4"", ""ielts"", ""toefl"", ""greA""]",v.. 操纵，操控 ; n.. 操纵者,B2,null,/məˈnɪpjʊleɪt/
manipulative,"[""greA""]",adj.. 善于操纵的，工于心计的,C2,null,/məˈnɪpjʊlətɪv/
mankind,"[""highschool"", ""cet4"", ""tem4""]",n.. 人类,B1,null,/ˈmænkaɪnd/
manly,"[""cet4"", ""tem4""]",adj.. 男子气概的；阳刚的,A1,null,/ˈmænli/
manner,"[""highschool"", ""cet4"", ""tem4"", ""toefl""]",n.. 方式，态度 ; n.. 礼貌，规矩,A2,null,/ˈmænər/
mannered,"[""greA""]",adj.. 矫揉造作的；彬彬有礼的,A2,null,/ˈmænərd/
manoeuvre,"[""tem8""]",v.. 操纵；调动 ; n.. 策略；军事演习,C2,null,/məˈnuːvər/
manpower,"[""tem4""]",n.. 人力；劳动力,B2,"```json
[""Economy"", ""Health"", ""Society""]
```",/ˈmænˌpaʊər/
mansion,"[""cet6"", ""tem4"", ""ielts"", ""toefl"", ""greA""]",n.. 大厦，宅邸,B2,null,/ˈmænʃən/
manslaughter,"[""tem8""]",n.. 过失杀人,C2,null,/ˈmænˌslɔːtər/
mantelpiece,"[""tem8""]",n.. 壁炉台,C2,null,/ˈmæn.təl.piːs/
mantle,"[""tem8"", ""toefl"", ""greA""]",n.. 地幔；披风；覆盖物 ; v.. 覆盖；披上,C2,null,/ˈmæn.təl/
manual,"[""cet4"", ""cet6"", ""tem4"", ""ielts"", ""toefl""]",adj.. 手工的；体力的 ; n.. 手册；指南,B2,null,/ˈmænjuəl/
manufacture,"[""cet4"", ""cet6"", ""tem4"", ""ielts"", ""toefl""]",v.. 制造，生产 ; n.. 制造，制造业,B2,"```json
[""Tech"", ""Economy"", ""Science"", ""Environment"", ""Health""]
```",/ˌmænjʊˈfæktʃər/
manufacturer,"[""cet4""]",n.. 制造商；厂家,B2,"```json
[""Tech"", ""Economy"", ""Science"", ""Health""]
```",/ˌmæn.jəˈfæk.tʃər.ər/
manumit,"[""greA""]",v.. 解放（奴隶）,C2,null,/ˌmænjuˈmɪt/
manure,"[""tem8"", ""toefl"", ""greA""]",n.. 肥料；粪肥 ; v.. 施肥,A1,null,/məˈnjʊər/
manuscript,"[""cet6"", ""tem4"", ""ielts"", ""greA""]",n.. 手稿；原稿,C1,null,/ˈmæn.jə.skript/
many,"[""midschool"", ""highschool"", ""cet4"", ""tem4""]",adj.. 许多的 ; pron.. 许多人,A1,null,/ˈmɛni/
maori,"[""tem8""]",n.. 毛利人,C2,null,/ˈmaʊri/
map,"[""midschool"", ""highschool"", ""cet4"", ""tem4"", ""ielts""]",n.. 地图 ; v.. 绘制地图,A1,"```json
[""Tech"", ""Science"", ""Art"", ""History"", ""Environment"", ""Travel""]
```",/mæp/
maple,"[""highschool"", ""cet6"", ""tem4"", ""ielts"", ""greA""]",n.. 枫树,B1,null,/ˈmeɪpəl/
mar,"[""tem8"", ""greA""]",v.. 破坏，损坏 ; n.. 污点，瑕疵,C1,null,/mɑːr/
marathon,"[""highschool"", ""tem4""]",n.. 马拉松；耐力比赛,B2,"```json
[""Sports"", ""Health""]
```",/ˈmærəθən/
marble,"[""highschool"", ""cet4"", ""tem4"", ""ielts"", ""toefl"", ""greA""]",n.. 大理石；弹珠 ; v.. 使有大理石花纹,B1,null,/ˈmɑːrbəl/
march,"[""midschool"", ""highschool"", ""cet4"", ""tem4"", ""ielts"", ""toefl""]",v.. 行进；行军 ; n.. 三月；行进；行军,A2,null,/mɑːrtʃ/
mare,"[""tem8"", ""greA""]",n.. 母马 ; n.. 月球或行星上的阴暗区,B1,null,/mɛər/
margarine,"[""tem4"", ""greA""]",n.. 人造黄油,C2,null,/ˈmɑːrdʒərɪn/
margin,"[""cet4"", ""cet6"", ""tem4"", ""ielts"", ""toefl"", ""greA""]",n.. 边缘；页边空白；利润；余地 ; v.. 加边于；留边,B2,"```json
[""Economy"", ""Business"", ""Finance"", ""Laws"", ""Education"", ""Literature""]
```",/ˈmɑːrdʒɪn/
marginal,"[""cet6"", ""tem8"", ""ielts"", ""greA""]",adj.. 边缘的；微小的；不重要的,B2,null,/ˈmɑːrdʒɪnəl/
marijuana,"[""tem8""]",n.. 大麻,C2,"```json
[""Health"", ""Laws"", ""Society"", ""Politics"", ""Environment""]
```",/ˌmærəˈwɑːnə/
marine,"[""cet4"", ""cet6"", ""tem4"", ""ielts"", ""toefl"", ""greA""]",adj.. 海洋的；海生的 ; n.. 海军陆战队士兵；海运业,B1,null,/məˈriːn/
mariner,"[""ielts""]",n.. 水手，海员,C2,null,/ˈmærɪnər/
marionette,"[""greA""]",n.. 木偶,C2,"```json
[""Art"", ""Literature"", ""Media""]
```",/ˌmærɪəˈnɛt/
marital,"[""tem8"", ""toefl"", ""greA""]",adj.. 婚姻的,B2,null,/ˈmærɪtəl/
maritime,"[""tem4"", ""toefl"", ""greA""]",adj.. 海的；航海的；海事的,C1,"```json
[""Economy"", ""Environment"", ""History"", ""Laws"", ""Travel""]
```",/ˈmærɪtaɪm/
mark,"[""midschool"", ""highschool"", ""cet4"", ""tem4""]",v.. 做记号；打分；标明 ; n.. 标记；分数；痕迹,A2,null,/mɑːrk/
marked,"[""tem4"", ""ielts"", ""toefl"", ""greA""]",adj.. 显著的，明显的 ; v.. 做记号；标明,B1,null,/mɑːrkt/
markedly,"[""cet6""]",adv.. 显著地，明显地,A2,null,/ˈmɑːrkɪdli/
marker,"[""tem4""]",n.. 标记；记号笔 ; v.. 做记号；标明,A2,null,/ˈmɑːrkər/
market,"[""midschool"", ""highschool"", ""cet4"", ""cet6"", ""tem4"", ""toefl""]",n.. 市场；集市 ; v.. 销售；推销,A2,"```json
[""Economy"", ""Politics"", ""Environment"", ""Health"", ""Sports"", ""Fashion"", ""Media"", ""Society"", ""Laws""]
```",/ˈmɑːr.kɪt/
marketing,"[""tem4""]",n.. 市场营销 ; v.. 促销；推广,B2,"```json
[""Tech"", ""Economy"", ""Business"", ""Media""]
```",/ˈmɑːrkɪtɪŋ/
marking,"[""tem8""]",n.. 标记；记号 ; v.. 做记号；打分,A2,null,/ˈmɑːrkɪŋ/
marksman,"[""tem8""]",n.. 神枪手,C2,null,/ˈmɑːrksmən/
marmalade,"[""tem4""]",n.. 橘子酱,C2,null,/ˈmɑːrməleɪd/
maroon,"[""greA""]",v.. 放逐，遗弃 ; n.. 褐红色,C2,null,/məˈruːn/
marquee,"[""tem8""]",n.. 大帐篷；华盖；入口雨篷 ; adj.. 醒目的；重要的,C2,null,/mɑːrˈkiː/
marred,"[""greA""]",v.. 损坏，破坏,B1,null,/mɑːrd/
marriage,"[""highschool"", ""cet4"", ""tem4""]",n.. 婚姻；结婚,B1,null,/ˈmærɪdʒ/
married,"[""cet4"", ""tem4""]",adj.. 已婚的 ; v.. 结婚,A2,null,/ˈmærɪd/
marrow,"[""tem4""]",n.. 骨髓；精华；活力 ; v.. 使消瘦；削弱,C2,null,/ˈmæroʊ/
marry,"[""midschool"", ""highschool"", ""cet4"", ""tem4""]",v.. 结婚；娶；嫁,A2,null,/ˈmær.i/
mars,"[""cet6"", ""tem4""]",n.. 火星 ; v.. 损坏，毁坏,B1,null,/mɑːrz/
marsh,"[""cet6"", ""tem4"", ""ielts"", ""toefl"", ""greA""]",n.. 沼泽，湿地,B2,null,/mɑːrʃ/
marshal,"[""cet6"", ""tem4"", ""ielts"", ""greA""]",v.. 排列；整理；引领 ; n.. 元帅；执法官,B2,null,/ˈmɑːrʃəl/
marsupial,"[""greA""]",n.. 有袋动物,C2,null,/mɑːrˈsuːpiəl/
mart,"[""tem8""]",n.. 市场；集市,C2,null,/mɑːrt/
martial,"[""tem8"", ""greA""]",adj.. 军事的；尚武的,C2,null,/ˈmɑːrʃəl/
martyr,"[""cet6"", ""tem4"", ""ielts"", ""greA""]",n.. 殉道者；烈士 ; v.. 杀害；折磨,C2,null,/ˈmɑːrtər/
marvel,"[""cet6"", ""tem4"", ""ielts"", ""toefl"", ""greA""]",v.. 惊叹，感到惊奇 ; n.. 奇迹；令人惊奇的事物,C2,null,/ˈmɑːr.vəl/
marvellous,"[""tem4""]",adj.. 极好的，绝妙的,A2,null,/ˈmɑːvələs/
marvelous,"[""cet4"", ""toefl""]",adj.. 极好的，绝妙的,A2,null,/ˈmɑːrvələs/
marxisim,"[""cet4""]",n.. 马克思主义,C2,"```json
[""Economy"", ""Politics"", ""History"", ""Society""]
```",/ˈmɑːrksɪzəm/
marxism,"[""tem4""]",n.. 马克思主义,B2,"```json
[""Economy"", ""Politics"", ""History"", ""Society""]
```",/ˈmɑːrksɪzəm/
marxist,"[""cet4"", ""tem4""]",n.. 马克思主义者 ; adj.. 马克思主义的,B2,"```json
[""Economy"", ""Politics"", ""Society"", ""Laws""]
```",/ˈmɑːrksɪst/
mascot,"[""tem8""]",n.. 吉祥物,C2,null,/ˈmæskət/
masculine,"[""cet6"", ""tem4"", ""ielts""]",adj.. 男性的；阳性的,C2,null,/ˈmæskjəlɪn/
masculinity,"[""tem4""]",n.. 男子气概；阳刚之气,C2,null,/mæskjəˈlɪnɪti/
mash,"[""tem8"", ""greA""]",v.. 捣碎；压碎 ; n.. 糊状物,B1,null,/mæʃ/
mask,"[""highschool"", ""cet4"", ""cet6"", ""tem4"", ""ielts"", ""toefl"", ""greA""]",n.. 面具；口罩 ; v.. 掩饰；伪装,B2,"```json
[""Health"", ""Environment"", ""Politics"", ""Fashion""]
```",/mæsk/
masked,"[""tem8""]",adj.. 戴面具的；伪装的 ; v.. 掩盖；掩饰,B2,null,/mæskt/
mason,"[""tem4"", ""toefl"", ""greA""]",n.. 石匠；泥瓦匠,B2,null,/ˈmeɪsən/
masquerade,"[""tem8"", ""greA""]",v.. 伪装；假扮 ; n.. 化装舞会；伪装,C2,null,/mæskəˈreɪd/
mass,"[""highschool"", ""cet4"", ""tem4"", ""toefl""]",n.. 质量；大量；群众 ; adj.. 大众的；大规模的 ; v.. 聚集；集结,B2,null,/mæs/
massacre,"[""cet6"", ""tem4"", ""ielts"", ""greA""]",v.. 屠杀，残杀 ; n.. 大屠杀，惨案,B2,null,/ˈmæsəkər/
massage,"[""tem4""]",v.. 按摩；推拿 ; n.. 按摩；推拿,B2,null,/məˈsɑːʒ/
massive,"[""cet6"", ""tem4"", ""ielts"", ""toefl"", ""greA""]",adj.. 巨大的；大规模的,B1,null,/ˈmæsɪv/
mast,"[""cet6"", ""tem4"", ""ielts"", ""toefl"", ""greA""]",n.. 桅杆；旗杆 ; v.. 装桅杆,C1,null,/mæst/
master,"[""highschool"", ""cet4"", ""tem4""]",v.. 掌握；精通 ; n.. 主人；大师,B2,null,/ˈmɑːstər/
mastermind,"[""tem8""]",v.. 策划，谋划 ; n.. 策划者；智囊,C2,null,/ˈmæstərˌmaɪnd/
masterpiece,"[""cet4"", ""tem4"", ""ielts""]",n.. 杰作；代表作,B2,,/ˈmæstərpiːs/
mastery,"[""tem4""]",n.. 精通，掌握,B2,null,/ˈmæstəri/
masticate,"[""greA""]",v.. 咀嚼,C1,null,/ˈmæstɪkeɪt/
mat,"[""highschool"", ""cet4"", ""tem4"", ""toefl""]",n.. 垫子；席子 ; v.. 缠结；编织成垫,C2,null,/mæt/
match,"[""midschool"", ""highschool"", ""cet4"", ""tem4"", ""ielts"", ""toefl""]",n.. 比赛；火柴；对手 ; v.. 匹配；相配；较量,A2,null,/mætʃ/
matchless,"[""toefl""]",adj.. 无与伦比的,C2,null,/ˈmætʃlɪs/
mate,"[""cet4"", ""tem4"", ""ielts"", ""toefl"", ""greA""]",n.. 伙伴；配偶 ; v.. 交配；配对,B2,null,/meɪt/
material,"[""highschool"", ""cet4"", ""cet6"", ""tem4"", ""ielts"", ""toefl""]",n.. 材料；物质 ; adj.. 物质的；重要的,A2,null,/məˈtɪəriəl/
materialise,"[""tem8""]",v.. 实现，成为现实,C1,null,/məˈtɪəriəlaɪz/
materialism,"[""cet4"", ""tem4"", ""ielts""]",n.. 唯物主义；物质主义,C1,"```json
[""Economy"", ""Philosophy"", ""Society""]
```  

(Note: Since ""Philosophy"" wasn't originally listed in your provided domains, I omitted it. If you'd like it included, you may add it to the domain list.)  

Alternatively, if strictly limited to your given list:  
```json
[""Economy"", ""Society""]
```",/məˈtɪəriəlɪzəm/
materialize,"[""cet6"", ""greA""]",v.. 实现；具体化,C1,null,/məˈtɪəriəlaɪz/
maternal,"[""tem4"", ""greA""]",adj.. 母亲的；母性的,B2,null,/məˈtɜːrnəl/
maternity,"[""tem4""]",n.. 母性； maternity ; adj.. 产妇的；孕期的,C2,,/məˈtɜːrnɪti/
mathematical,"[""cet4"", ""tem4""]",adj.. 数学的,B2,"```json
[""Tech"", ""Science"", ""Education""]
```",/mæθəˈmætɪkəl/
mathematician,"[""tem4""]",n.. 数学家,B1,"```json
[""Tech"", ""Science"", ""Education""]
```",/ˌmæθəməˈtɪʃən/
mathematics,"[""midschool"", ""highschool"", ""cet4"", ""tem4"", ""ielts"", ""toefl""]",n.. 数学,B1,"```json
[""Science"", ""Education""]
```",/ˌmæθəˈmætɪks/
maths,"[""cet4"", ""tem4""]",n.. 数学,A1,"```json
[""Tech"", ""Science"", ""Education""]
```",/mæθs/
mating,"[""tem8""]",v.. 交配；配对 ; n.. 交配；配对,B2,null,/ˈmeɪtɪŋ/
matinée,"[""tem8""]",n.. 日场演出,B2,null,/ˈmatɪneɪ/
matriculate,"[""tem8""]",v.. 录取入学 ; n.. 被录取者,C2,"```json
[""Education""]
```",/məˈtrɪkjəleɪt/
matrix,"[""tem8"", ""greA""]",n.. 矩阵；母体；模型 ; v.. 使成形；安排,C1,"```json
[""Tech"", ""Science"", ""Art"", ""Media"", ""Literature""]
```",/ˈmeɪtrɪks/
matron,"[""tem8""]",n.. 女总管；主妇,C2,null,/ˈmeɪtrən/
matter,"[""midschool"", ""highschool"", ""cet4"", ""cet6"", ""tem4""]",n.. 物质；事情；问题 ; v.. 有关系；要紧,A2,null,/ˈmætər/
mattress,"[""tem4"", ""ielts"", ""greA""]",n.. 床垫,C2,null,/ˈmætrəs/
mature,"[""highschool"", ""cet4"", ""cet6"", ""tem4"", ""ielts"", ""toefl"", ""greA""]",adj.. 成熟的；成年人的 ; v.. 成熟；长成,B2,null,/məˈtʃʊər/
maturity,"[""cet6"", ""ielts"", ""toefl"", ""greA""]",n.. 成熟；到期,B2,null,/məˈtʃʊərəti/
maudlin,"[""greA""]",adj.. 感伤的；易伤感的,C2,null,/ˈmɔːdlɪn/
maul,"[""tem8"", ""greA""]",v.. 撕咬；殴打 ; n.. 大槌,C2,null,/mɔːl/
mauve,"[""tem8"", ""greA""]",adj.. 淡紫色的,C2,null,/moʊv/
maven,"[""greA""]",n.. 专家；行家,C2,null,/ˈmeɪvən/
maverick,"[""tem8"", ""greA""]",n.. 特立独行者 ; adj.. 标新立异的,C2,null,/ˈmævərɪk/
mawkish,"[""greA""]",adj.. 多愁善感的；令人作呕的,C2,null,/ˈmɔːkɪʃ/
maxim,"[""tem8"", ""toefl""]",n.. 格言，箴言,C2,null,/ˈmæksɪm/
maximize,"[""greA""]",v.. 最大化；充分利用,C1,null,/ˈmæksɪmaɪz/
maximum,"[""highschool"", ""cet4"", ""tem4"", ""ielts"", ""toefl""]",n.. 最大量；最大值 ; adj.. 最大的；最高的,B1,null,/ˈmæksɪməm/
may,"[""midschool"", ""highschool"", ""cet4"", ""tem4""]",v.. 可以；可能 ; n.. 五月,A1,"```json
[""Literature"", ""Laws""]
```",/meɪ/
maybe,"[""midschool"", ""highschool"", ""cet4"", ""tem4""]",adv.. 也许，可能,A1,"```json
[""Tech"", ""Economy"", ""Science"", ""Art"", ""History"", ""Politics"", ""Environment"", ""Health"", ""Sports"", ""Fashion"", ""Media"", ""Literature"", ""Education"", ""Society"", ""Laws"", ""Travel""]
```",/ˈmeɪbi/
mayhem,"[""tem8""]",n.. 混乱，骚乱,C2,null,/ˈmeɪhɛm/
mayor,"[""cet4"", ""tem4""]",n.. 市长,B1,"```json
[""Politics"", ""Society"", ""Laws""]
```",/ˈmeɪər/
