word,word_book,definition,CEFR,tag,phonetic
plan,"[""midschool"", ""highschool"", ""cet4"", ""tem4""]",v.. 计划，打算 ; n.. 计划，方案,A2,null,/plæn/
plane,"[""midschool"", ""highschool"", ""cet4"", ""tem4"", ""ielts"", ""greA""]",n.. 飞机；平面 ; v.. 刨平；滑翔,A1,"```json
[""Tech"", ""Travel""]
```",/pleɪn/
planet,"[""midschool"", ""highschool"", ""cet4"", ""tem4"", ""ielts"", ""toefl"", ""greA""]",n.. 行星,A2,null,/ˈplænɪt/
planetary,"[""tem8""]",adj.. 行星的,A2,"```json
[""Science"", ""Environment""]
```",/ˈplænɪtɛri/
plangent,"[""greA""]",adj.. 哀鸣的；轰鸣的,C2,null,/ˈplændʒənt/
plank,"[""tem8""]",n.. 板；木板；政纲条款 ; v.. 放下；立即付款,C2,null,/plæŋk/
plankton,"[""toefl"", ""greA""]",n.. 浮游生物,C2,"```json
[""Science"", ""Environment"", ""Health""]
```",/ˈplæŋktən/
plant,"[""midschool"", ""highschool"", ""cet4"", ""tem4""]",v.. 种植；安置 ; n.. 植物；工厂,A2,null,/plænt/
plantation,"[""cet4"", ""ielts""]",n.. 种植园；大农场,A2,null,/plænˈteɪʃən/
planter,"[""tem4""]",n.. 种植者；花盆 ; v.. 种植,A2,null,/ˈplæntər/
plaque,"[""tem8"", ""greA""]",n.. 匾；斑块；饰板,C2,null,/plæk/
plasma,"[""tem8""]",n.. 血浆；等离子体,C1,"```json
[""Tech"", ""Science"", ""Health""]
```",/ˈplæzmə/
plaster,"[""cet4"", ""tem8"", ""ielts"", ""toefl"", ""greA""]",n.. 石膏；膏药 ; v.. 涂抹；贴满,C1,"```json
[""Art"", ""Health"", ""Construction""]
```  

*(Note: ""Construction"" was not in the original list of domains, but it is a common domain for ""plaster."" If strictly limited to the provided choices, the answer would be:)*  

```json
[""Art"", ""Health""]
```",/ˈplæstər/
plastic,"[""midschool"", ""highschool"", ""cet4"", ""cet6"", ""tem4"", ""ielts""]",n.. 塑料；塑胶 ; adj.. 塑料的；可塑的；人造的,A2,"```json
[""Tech"", ""Economy"", ""Science"", ""Art"", ""Environment"", ""Health"", ""Fashion""]
```",/ˈplæstɪk/
plate,"[""midschool"", ""highschool"", ""tem4"", ""ielts"", ""toefl""]",n.. 盘子；板；金属牌 ; v.. 镀；覆盖,A2,null,/pleɪt/
plateau,"[""cet6"", ""tem4"", ""ielts"", ""toefl"", ""greA""]",n.. 高原；平稳期 ; v.. 达到稳定；停滞不前,C2,null,/plæˈtoʊ/
platform,"[""highschool"", ""cet4"", ""cet6"", ""tem4"", ""ielts""]",n.. 平台；站台 ; v.. 把…放在台上,B1,null,/ˈplæt.fɔːrm/
platinum,"[""tem4""]",n.. 铂，白金,C1,"```json
[""Tech"", ""Economy"", ""Science"", ""Fashion"", ""Health""]
```",/ˈplætɪnəm/
platitude,"[""toefl"", ""greA""]",n.. 陈词滥调 ; v.. 老生常谈,C2,null,/ˈplætɪˌtjuːd/
platonic,"[""greA""]",adj.. 柏拉图式的；纯精神的,C2,null,/pləˈtɒnɪk/
platoon,"[""tem8""]",n.. 排（军队编制）,C2,null,/pləˈtuːn/
plaudit,"[""greA""]",n.. 称赞，喝彩,C2,null,/ˈplɔːdɪt/
plausible,"[""cet6"", ""tem4"", ""toefl"", ""greA""]",adj.. 貌似可信的；貌似有理的,C1,null,/ˈplɔːzəbəl/
play,"[""midschool"", ""highschool"", ""cet4"", ""tem4""]",v.. 玩；演奏；扮演 ; n.. 游戏；戏剧；比赛,A1,,/pleɪ/
player,"[""midschool"", ""cet4"", ""tem4""]",n.. 运动员；演员；播放器 ; v.. 演奏；扮演,A1,null,/ˈpleɪər/
playground,"[""midschool"", ""highschool"", ""cet4"", ""tem4""]",n.. 操场；游乐场,A2,null,/ˈpleɪɡraʊnd/
playmate,"[""tem4""]",n.. 玩伴,B2,null,/ˈpleɪˌmeɪt/
playoff,"[""tem8""]",n.. 季后赛；附加赛,C2,"```json
[""Sports""]
```",/ˈpleɪɒf/
playwright,"[""tem4"", ""ielts"", ""toefl""]",n.. 剧作家,B2,"```json
[""Art"", ""Literature""]
```",/ˈpleɪraɪt/
plaza,"[""tem4""]",n.. 广场；购物中心,C1,null,/ˈplɑːzə/
plea,"[""cet6"", ""tem8"", ""ielts"", ""toefl""]",n.. 恳求，请求 ; n.. 辩解，申辩,C1,null,/pliː/
plead,"[""cet6"", ""tem8"", ""ielts"", ""toefl"", ""greA""]",v.. 恳求；辩护 ; n.. 辩护；请求,B2,"```json
[""Laws"", ""Politics""]
```",/pliːd/
pleasant,"[""midschool"", ""highschool"", ""cet4"", ""tem4""]",adj.. 令人愉快的；舒适的,A2,null,/ˈplɛzənt/
please,"[""midschool"", ""highschool"", ""cet4"", ""tem4""]",v.. 使高兴；取悦 ; interj.. 请,A2,null,/pliːz/
pleased,"[""midschool"", ""highschool"", ""tem4""]",adj.. 高兴的，满意的,A2,null,/pliːzd/
pleasing,"[""tem4"", ""toefl""]",adj.. 令人愉快的；讨人喜欢的,A2,null,/ˈpliːzɪŋ/
pleasure,"[""midschool"", ""highschool"", ""cet4"", ""tem4"", ""ielts"", ""toefl""]",n.. 快乐，乐趣 ; v.. 使高兴,A1,null,/ˈplɛʒər/
pleat,"[""tem8"", ""greA""]",n.. 褶；褶状物 ; v.. 打褶,C2,null,/pliːt/
pledge,"[""cet6"", ""tem4"", ""ielts"", ""toefl"", ""greA""]",v.. 保证；承诺 ; n.. 誓言；抵押品,C1,"```json
[""Economy"", ""Politics"", ""Environment"", ""Health"", ""Society"", ""Laws""]
```",/plɛdʒ/
plenary,"[""tem4""]",adj.. 完全的；全体出席的 ; n.. 全体会议,C2,"```json
[""Politics"", ""Laws"", ""Education""]
```",/ˈpliːnəri/
plenipotentiary,"[""tem8""]",n.. 全权大使；全权代表 ; adj.. 全权的,C2,"```json
[""Politics"", ""Laws""]
```",/ˌplɛnɪpəˈtɛnʃəri/
plenitude,"[""greA""]",n.. 丰富，充足,C2,null,/ˈplɛnɪtjuːd/
plentiful,"[""cet4"", ""tem4""]",adj.. 丰富的，大量的,A2,null,/ˈplɛntɪfəl/
plenty,"[""midschool"", ""highschool"", ""cet4"", ""tem4""]",n.. 大量，丰富 ; adj.. 很多的，丰富的,A2,null,/ˈplɛnti/
plethora,"[""greA""]",n.. 过多，过剩,C2,null,/ˈplɛθərə/
pliable,"[""toefl"", ""greA""]",adj.. 易弯曲的；柔韧的；顺从的,C2,null,/ˈplaɪəbəl/
pliant,"[""greA""]",adj.. 柔韧的；顺从的,C2,null,/ˈplaɪənt/
plight,"[""tem8"", ""ielts"", ""toefl"", ""greA""]",n.. 困境，苦境,C2,null,/plaɪt/
plinth,"[""greA""]",n.. 基座；柱基,C2,null,/plɪnθ/
plod,"[""greA""]",v.. 沉重缓慢地走 ; n.. 沉重的步伐,C2,null,/plɒd/
plot,"[""highschool"", ""cet4"", ""cet6"", ""tem4"", ""ielts"", ""toefl"", ""greA""]",n.. 情节；阴谋；小块土地 ; v.. 密谋；绘制；设计情节,B2,null,/plɒt/
plough,"[""cet4"", ""cet6"", ""tem4"", ""ielts"", ""greA""]",v.. 犁，耕 ; n.. 犁,C2,null,/plaʊ/
plow,"[""toefl""]",v.. 犁，耕 ; n.. 犁,C2,null,/plaʊ/
ploy,"[""greA""]",n.. 策略，计谋 ; v.. 使忙碌；使从事,C2,null,/plɔɪ/
pluck,"[""cet4"", ""cet6"", ""tem4"", ""ielts"", ""greA""]",v.. 拔；采摘；弹拨 ; n.. 勇气，胆量,B2,null,/plʌk/
plug,"[""highschool"", ""cet4"", ""tem4"", ""ielts""]",v.. 插上；堵住 ; n.. 插头；塞子,B2,"```json
[""Tech"", ""Environment"", ""Health""]
```",/plʌɡ/
plum,"[""tem4""]",n.. 李子 ; v.. 摘李子；[俚语] 突然倒下,B2,null,/plʌm/
plumb,"[""tem8"", ""ielts"", ""toefl"", ""greA""]",v.. 测量；探究 ; n.. 铅锤,C2,null,/plʌm/
plumber,"[""tem4"", ""ielts"", ""greA""]",n.. 水管工 ; v.. 修理管道,B2,null,/ˈplʌmər/
plume,"[""tem4"", ""ielts"", ""greA""]",n.. 羽毛；羽状物 ; v.. 整理羽毛；用羽毛装饰,B2,null,/pluːm/
plummet,"[""tem8"", ""greA""]",v.. 垂直落下；暴跌 ; n.. 铅锤；坠子,C2,null,/ˈplʌmɪt/
plump,"[""cet6"", ""tem4"", ""ielts"", ""toefl""]",adj.. 丰满的 ; v.. 使变丰满；突然放下,C2,null,/plʌmp/
plunder,"[""cet6"", ""tem4"", ""ielts"", ""greA""]",v.. 掠夺，抢劫 ; n.. 掠夺物，赃物,C2,null,/ˈplʌndər/
plunge,"[""cet4"", ""ielts"", ""toefl"", ""greA""]",v.. 猛跌；骤降；猛冲；投身 ; n.. 猛跌；骤降；跳水,C2,null,/plʌndʒ/
plunger,"[""tem8""]",n.. 柱塞；下水道疏通器 ; v.. 使突然陷入；猛跌,C2,null,/ˈplʌndʒər/
plural,"[""cet4"", ""tem4""]",n.. 复数 ; adj.. 复数的,A2,null,/ˈplʊrəl/
plus,"[""midschool"", ""highschool"", ""cet4"", ""tem4"", ""ielts""]",prep.. 加，加上 ; n.. 优势；附加物 ; adj.. 正的；附加的,B1,null,/plʌs/
plush,"[""tem8"", ""greA""]",adj.. 豪华的；舒适的 ; n.. 长毛绒,C2,null,/plʌʃ/
plutocracy,"[""greA""]",n.. 财阀统治；富豪统治,C2,"```json
[""Economy"", ""Politics"", ""Society""]
```",/pluːˈtɒkrəsi/
plutonium,"[""tem8""]",n.. 钚,C2,"[""Tech"", ""Science"", ""Environment"", ""Health""]",/pluːˈtoʊniəm/
ply,"[""ielts""]",v.. 定期往返；使用；不断供给 ; n.. 层；股,C2,null,/plaɪ/
pneumatic,"[""cet6""]",adj.. 气动的；充气的,C2,"```json
[""Tech"", ""Science"", ""Health""]
```",/njuːˈmætɪk/
pneumonia,"[""tem4"", ""ielts""]",n.. 肺炎,B2,"```json
[""Health""]
```",/njuːˈmoʊniə/
poach,"[""tem8""]",v.. 偷猎；挖角；水煮,C2,null,/poʊtʃ/
pocket,"[""midschool"", ""highschool"", ""cet4"", ""tem4""]",n.. 口袋；衣袋 ; v.. 把…装入袋中；侵吞,A1,null,/ˈpɒkɪt/
pockmark,"[""tem8""]",n.. 麻点；痘痕,C2,null,/ˈpɒk.mɑːk/
pod,"[""tem4"", ""greA""]",n.. 荚；豆荚 ; v.. 结荚,C2,null,/pɒd/
podiatrist,"[""greA""]",n.. 足病医生,C2,null,/poʊˈdaɪətrɪst/
podium,"[""greA""]",n.. 讲台；领奖台,C2,null,/ˈpəʊdiəm/
poem,"[""highschool"", ""tem4""]",n.. 诗，诗歌,A1,null,/ˈpoʊəm/
poet,"[""highschool"", ""cet4"", ""tem4""]",n.. 诗人,B1,"```json
[""Art"", ""Literature""]
```",/ˈpoʊət/
poetess,"[""tem4""]",n.. 女诗人,B1,"```json
[""Art"", ""Literature""]
```",/ˈpoʊ.ə.tɪs/
poetic,"[""tem4""]",adj.. 诗的；诗意的,B1,"```json
[""Art"", ""Literature""]
```",/pəʊˈɛtɪk/
poetry,"[""cet4"", ""cet6"", ""tem4""]",n.. 诗歌；诗意,B1,"```json
[""Art"", ""Literature""]
```",/ˈpoʊətri/
poignant,"[""tem8"", ""greA""]",adj.. 心酸的；痛切的,C2,null,/ˈpɔɪnjənt/
point,"[""midschool"", ""highschool"", ""cet4"", ""tem4""]",n.. 点；要点；尖端 ; v.. 指向；指出 ; adj.. 尖的 ; adv.. 直接地,A2,null,/pɔɪnt/
pointed,"[""toefl""]",adj.. 尖的；尖锐的 ; v.. 指向；指出,A2,null,/ˈpɔɪntɪd/
poise,"[""tem4"", ""toefl"", ""greA""]",n.. 平衡；沉着 ; v.. 使平衡；保持姿势,C2,null,/pɔɪz/
poison,"[""highschool"", ""cet4"", ""tem4""]",n.. 毒物；毒药 ; v.. 毒害；使中毒,B2,null,/ˈpɔɪzən/
poisonous,"[""highschool"", ""cet4"", ""tem4"", ""greA""]",adj.. 有毒的；恶毒的,B1,"```json
[""Health"", ""Environment"", ""Science""]
```",/ˈpɔɪzənəs/
poke,"[""cet6"", ""tem4"", ""ielts"", ""greA""]",v.. 戳，捅；拨弄 ; n.. 戳，捅,C2,null,/poʊk/
poker,"[""tem4""]",n.. 扑克；拨火棍 ; v.. 戳，刺,C2,null,/ˈpoʊkər/
polar,"[""cet6"", ""tem4"", ""ielts"", ""toefl"", ""greA""]",adj.. 极地的；截然相反的,C1,null,/ˈpoʊlər/
polarity,"[""cet6"", ""tem8"", ""greA""]",n.. 极性；对立,B2,null,/pəˈlærɪti/
polarize,"[""greA""]",v.. 使两极分化 ; n.. 偏振片,B2,null,/ˈpoʊləraɪz/
pole,"[""highschool"", ""cet4"", ""tem4"", ""ielts"", ""toefl""]",n.. 杆；极点 ; v.. 用杆支撑,B1,null,/poʊl/
polemic,"[""tem8"", ""greA""]",n.. 争论；论战 ; adj.. 争论的；好争论的,C2,null,/pəˈlɛmɪk/
polemical,"[""greA""]",adj.. 争论的，好争论的,C2,"```json
[""Politics"", ""Society"", ""Laws"", ""Media"", ""Literature""]
```",/pəˈlɛmɪkəl/
police,"[""midschool"", ""highschool"", ""cet4"", ""tem4""]",n.. 警察；警方 ; v.. 维持治安；监督,A2,null,/pəˈliːs/
policeman,"[""midschool"", ""highschool"", ""cet4"", ""tem4""]",n.. 警察,A2,null,/pəˈliːsmən/
policewoman,"[""tem4""]",n.. 女警察,A2,null,/pəˈliːswʊmən/
policy,"[""highschool"", ""cet4"", ""tem4"", ""ielts"", ""toefl""]",n.. 政策；方针；保险单,B1,"```json
[""Economy"", ""Politics"", ""Environment"", ""Health"", ""Education"", ""Society"", ""Laws""]
```",/ˈpɒlɪsi/
polio,"[""tem8""]",n.. 小儿麻痹症,B2,,/ˈpoʊlioʊ/
polish,"[""highschool"", ""cet4"", ""tem4"", ""ielts"", ""toefl"", ""greA""]",v.. 擦亮；磨光 ; n.. 抛光剂；光泽,B2,null,/ˈpoʊlɪʃ/
politburo,"[""tem4""]",n.. 政治局,C2,"[""Politics"", ""History""]","/ˈpɒlɪtˌbjʊərəʊ/ (UK)  
/ˈpɑːlɪtˌbjʊroʊ/ (US)"
polite,"[""midschool"", ""highschool"", ""cet4"", ""tem4""]",adj.. 有礼貌的；客气的,A2,null,/pəˈlaɪt/
political,"[""highschool"", ""cet4"", ""tem4""]",adj.. 政治的；党派的,A2,"```json
[""Politics"", ""Society"", ""Laws""]
```",/pəˈlɪtɪkəl/
politician,"[""highschool"", ""cet4"", ""tem4""]",n.. 政治家；政客,B1,"```json
[""Politics""]
```",/ˌpɒl.ɪˈtɪʃ.ən/
politics,"[""midschool"", ""highschool"", ""cet4"", ""cet6"", ""tem4"", ""ielts"", ""toefl""]",n.. 政治；政治学,B1,"```json
[""Politics""]
```","/ˈpɒl.ɪ.tɪks/ (UK)  
/ˈpɑː.lə.tɪks/ (US)"
poll,"[""cet6"", ""tem4"", ""ielts"", ""greA""]",n.. 民意调查；投票 ; v.. 对…进行民意调查；投票,C2,null,/pəʊl/
pollen,"[""tem8"", ""toefl"", ""greA""]",n.. 花粉,C2,null,/ˈpɒlən/
pollinate,"[""toefl"", ""greA""]",v.. 授粉,C2,null,/ˈpɒlɪneɪt/
pollster,"[""tem8"", ""greA""]",n.. 民意调查员,C2,"```json
[""Politics"", ""Media""]
```",/ˈpoʊlstər/
pollutant,"[""tem4"", ""toefl""]",n.. 污染物,B1,"```json
[""Environment"", ""Health""]
```",/pəˈluːtənt/
pollute,"[""midschool"", ""highschool"", ""cet4"", ""tem4"", ""ielts"", ""toefl""]",v.. 污染,A2,"```json
[""Environment"", ""Health"", ""Society""]
```",/pəˈluːt/
pollution,"[""highschool"", ""cet4"", ""tem4"", ""ielts""]",n.. 污染,A1,"```json
[""Environment"", ""Health"", ""Society""]
```",/pəˈluːʃən/
polo,"[""tem4""]",n.. 马球；马球衫 ; n.. 波罗（饮料品牌）,B2,"```json
[""Sports"", ""Fashion""]
```",/ˈpoʊloʊ/
polyester,"[""tem8""]",n.. 聚酯纤维,C2,"```json
[""Tech"", ""Fashion"", ""Environment""]
```",/ˌpɒliˈɛstər/
polygon,"[""toefl""]",n.. 多边形,C2,"```json
[""Tech"", ""Science"", ""Art"", ""Mathematics""]
```",/ˈpɒlɪɡɒn/
polymer,"[""cet6""]",n.. 聚合物,C1,"```json
[""Tech"", ""Science"", ""Health"", ""Environment""]
```",/ˈpɒlɪmər/
polytechnic,"[""tem4""]",n.. 理工学院；工艺专科学校,C2,"```json
[""Tech"", ""Education""]
```",/ˌpɒlɪˈtɛknɪk/
pomposity,"[""greA""]",n.. 自负，浮夸,C2,null,/pɒmˈpɒsɪti/
pompous,"[""tem8"", ""greA""]",adj.. 自大的；浮夸的,C2,null,/ˈpɒmpəs/
poncho,"[""greA""]",n.. 雨披；斗篷,C2,null,/ˈpɒn.tʃəʊ/
pond,"[""highschool"", ""cet4"", ""tem4""]",n.. 池塘 ; v.. 筑成池塘,B1,null,/pɒnd/
ponder,"[""cet6"", ""tem4"", ""ielts"", ""toefl"", ""greA""]",v.. 沉思，考虑,B2,null,/ˈpɒndər/
ponderable,"[""greA""]",adj.. 可衡量的；有分量的,B1,null,/ˈpɒndərəbəl/
ponderous,"[""toefl"", ""greA""]",adj.. 笨重的；沉闷的,B1,null,/ˈpɒndərəs/
pontifical,"[""greA""]",adj.. 教皇的；傲慢武断的 ; n.. 主教礼仪书,C2,null,/pɒnˈtɪfɪkəl/
pontificate,"[""greA""]",v.. 武断地发表意见；自以为是地说 ; n.. 教皇职位,C2,null,/ pɒnˈtɪfɪkeɪt /
pony,"[""tem4"", ""ielts""]",n.. 小马；小型的东西 ; v.. 付清；清偿,C2,null,/ˈpoʊni/
pool,"[""midschool"", ""highschool"", ""cet4"", ""tem4""]",n.. 水池；水塘 ; v.. 合伙；集中（资源等）,A1,null,/puːl/
poor,"[""midschool"", ""highschool"", ""cet4"", ""tem4""]",adj.. 贫穷的；可怜的；低劣的,A1,null,/pʊər/
pop,"[""midschool"", ""highschool"", ""cet4"", ""cet6"", ""tem4""]",v.. 突然出现；爆裂；发出砰的一声 ; n.. 流行音乐；汽水；砰的一声 ; adj.. 流行的；通俗的,A2,null,"/pɒp/ (UK)  
/pɑp/ (US)"
popcorn,"[""highschool"", ""tem4"", ""ielts""]",n.. 爆米花,B1,null,/ˈpɒp.kɔːn/
pope,"[""cet6"", ""tem4""]",n.. 教皇,B1,null,/poʊp/
poplar,"[""tem8""]",n.. 杨树,C2,null,/ˈpɒp.lər/
poppy,"[""tem8""]",n.. 罂粟；罂粟花,C2,null,/ˈpɒpi/
populace,"[""greA""]",n.. 民众，大众,C2,null,/ˈpɒpjʊləs/
popular,"[""midschool"", ""highschool"", ""cet4"", ""tem4"", ""ielts"", ""toefl""]",adj.. 流行的，受欢迎的,A2,null,/ˈpɒpjʊlə/
popularise,"[""tem8""]",v.. 普及，推广,B2,null,/ˈpɒpjʊləraɪz/
popularity,"[""cet6"", ""tem4"", ""ielts""]",n.. 流行，普及；受欢迎,B2,null,/ˌpɒpjʊˈlærɪti/
populate,"[""toefl""]",v.. 居住于；构成人口 ; v.. 填充，输入数据,A2,null,/ˈpɒpjʊleɪt/
population,"[""midschool"", ""highschool"", ""cet4"", ""tem4""]",n.. 人口；种群,A2,null,/ˌpɒpjʊˈleɪʃən/
populous,"[""tem8"", ""greA""]",adj.. 人口稠密的,A2,null,/ˈpɒpjʊləs/
porcelain,"[""cet6"", ""tem4"", ""ielts"", ""greA""]",n.. 瓷器,C2,"```json
[""Art"", ""History"", ""Fashion""]
```",/ˈpɔːrsəlɪn/
porch,"[""cet4"", ""tem4"", ""ielts""]",n.. 门廊；走廊,B2,null,/pɔːrtʃ/
porcupine,"[""greA""]",n.. 豪猪,C2,null,/ˈpɔːrkjəpaɪn/
pore,"[""cet6"", ""tem4"", ""tem8"", ""ielts"", ""toefl"", ""greA""]",n.. 毛孔；气孔 ; v.. 仔细阅读；沉思,C2,null,/pɔːr/
pork,"[""midschool"", ""highschool"", ""cet4"", ""tem4""]",n.. 猪肉,B1,null,/pɔːrk/
pornography,"[""tem4""]",n.. 色情作品,C2,null,/pɔːrˈnɒɡrəfi/
porous,"[""toefl"", ""greA""]",adj.. 多孔的；疏松的,C2,null,/ˈpɔːrəs/
porridge,"[""midschool"", ""highschool"", ""cet4"", ""tem4""]",n.. 粥；麦片粥,C2,null,/ˈpɒrɪdʒ/
port,"[""midschool"", ""highschool"", ""cet4"", ""tem4"", ""ielts""]",n.. 港口；端口 ; v.. 移植；转向,B1,null,/pɔːrt/
portable,"[""cet4"", ""cet6"", ""tem4"", ""ielts"", ""toefl""]",adj.. 便携的，手提的,B1,"```json
[""Tech"", ""Economy"", ""Science"", ""Health"", ""Sports"", ""Fashion"", ""Education"", ""Travel""]
```",/ˈpɔːrtəbəl/
portentous,"[""greA""]",adj.. 预示的；自命不凡的,B1,null,/pɔːrˈtɛntəs/
porter,"[""highschool"", ""cet4"", ""tem4""]",n.. 搬运工；门房 ; v.. 运送；携带,B1,null,/ˈpɔːrtər/
portfolio,"[""tem8"", ""greA""]",n.. 投资组合；作品集；文件夹 ; v.. 持有（证券等）,B2,"```json
[""Tech"", ""Economy"", ""Art"", ""Finance"", ""Education"", ""Media"", ""Literature""]
```",/pɔːrtˈfoʊlioʊ/
portion,"[""cet4"", ""cet6"", ""tem4"", ""ielts"", ""toefl""]",n.. 部分；一份 ; v.. 分配,B2,"```json
[""Economy"", ""Health"", ""Food""]
```  

(Note: While ""Food"" wasn't listed in your original options, ""portion"" is strongly associated with it. From your provided list, ""Economy"" (e.g., resource allocation) and ""Health"" (e.g., dietary portions) are the most relevant.)",/ˈpɔːrʃən/
portrait,"[""cet4"", ""tem4"", ""ielts"", ""toefl""]",n.. 肖像；画像 ; v.. 描绘；描写,A2,"[""Art"", ""Literature"", ""Media"", ""Fashion""]",/ˈpɔːrtrɪt/
portray,"[""cet6"", ""tem4"", ""ielts"", ""toefl"", ""greA""]",v.. 描绘；饰演,C2,null,/pɔːrˈtreɪ/
portuguese,"[""cet4""]",adj.. 葡萄牙的；葡萄牙人的；葡萄牙语的 ; n.. 葡萄牙人；葡萄牙语,C2,null,/ˌpɔːr.tʃəˈɡiːz/
pose,"[""cet6"", ""tem4"", ""ielts"", ""toefl"", ""greA""]",v.. 摆姿势；造成 ; n.. 姿势；姿态,B2,null,/poʊz/
poseur,"[""greA""]",n.. 装模作样的人,C2,null,/poʊˈzɜːr/
posit,"[""toefl"", ""greA""]",v.. 假设，断定 ; n.. 位置；安置,C2,null,/ˈpɒzɪt/
position,"[""highschool"", ""cet4"", ""cet6"", ""tem4"", ""toefl""]",n.. 位置；职位；立场 ; v.. 放置；定位,A2,null,/pəˈzɪʃən/
positive,"[""highschool"", ""cet4"", ""cet6"", ""tem4"", ""ielts"", ""toefl""]",adj.. 积极的；正面的；肯定的 ; n.. 正面；正数,B1,null,/ˈpɒzɪtɪv/
positively,"[""cet6""]",adv.. 积极地；肯定地,B1,null,/ˈpɒzətɪvli/
posse,"[""greA""]",n.. 民防团；一队人,C2,null,/ˈpɒsi/
possess,"[""highschool"", ""cet4"", ""cet6"", ""tem4"", ""ielts"", ""toefl""]",v.. 拥有，具有,B1,null,/pəˈzɛs/
possessed,"[""greA""]",adj.. 着魔的，疯狂的 ; v.. 拥有，控制,B2,null,/pəˈzɛst/
possession,"[""highschool"", ""cet4"", ""cet6"", ""tem4"", ""ielts""]",n.. 拥有；财产 ; v.. 使拥有,B1,null,/pəˈzɛʃən/
possibility,"[""highschool"", ""cet4"", ""cet6"", ""tem4""]",n.. 可能性；可能的事,B1,null,/pɒsɪˈbɪlɪti/
possible,"[""midschool"", ""highschool"", ""cet4"", ""tem4""]",adj.. 可能的,A2,null,/ˈpɒsəbəl/
possibly,"[""cet4"", ""tem4""]",adv.. 可能地,A2,"```json
[""Science"", ""Art"", ""Literature"", ""Education""]
```",/ˈpɒsəbli/
post,"[""midschool"", ""highschool"", ""cet4"", ""tem4"", ""ielts""]",v.. 邮寄；张贴 ; n.. 职位；邮政；柱子,A2,null,/poʊst/
postage,"[""midschool"", ""highschool"", ""cet4"", ""tem4"", ""ielts""]",n.. 邮资,A2,null,/ˈpoʊstɪdʒ/
postal,"[""cet6"", ""ielts""]",adj.. 邮政的；邮局的,B2,null,/ˈpoʊstəl/
postbox,"[""midschool""]",n.. 邮筒；信箱,A1,null,/ˈpoʊstˌbɒks/
postcard,"[""midschool"", ""highschool"", ""tem4"", ""ielts""]",n.. 明信片,B1,null,/ˈpoʊstkɑːrd/
postcode,"[""midschool"", ""highschool""]",n.. 邮政编码,B1,null,"/ˈpəʊstkəʊd/ (UK)  
/ˈpoʊstkoʊd/ (US)"
postdoctoral,"[""cet6""]",adj.. 博士后的,A1,"```json
[""Science"", ""Education""]
```",/ˌpoʊstˈdɑːktərəl/
poster,"[""highschool"", ""tem4"", ""toefl"", ""greA""]",n.. 海报；招贴 ; v.. 张贴,A1,null,/ˈpoʊstər/
posterity,"[""ielts"", ""toefl""]",n.. 后代，子孙,A2,null,/pɒˈstɛrɪti/
posthumous,"[""tem8""]",adj.. 死后的；身后的,C2,null,/ˈpɒstjʊməs/
postman,"[""midschool"", ""highschool"", ""cet4"", ""tem4""]",n.. 邮递员,B1,null,/ˈpəʊstmən/
postpone,"[""highschool"", ""cet4"", ""tem4"", ""ielts"", ""toefl"", ""greA""]",v.. 推迟，延期,B2,null,/pəʊstˈpəʊn/
postscript,"[""tem8""]",n.. 附言；后记,A2,null,/ˈpoʊstˌskrɪpt/
postulate,"[""cet6"", ""tem8"", ""ielts"", ""greA""]",v.. 假定，假设 ; n.. 假设；基本原理,A2,null,/ˈpɒstjʊleɪt/
posture,"[""cet6"", ""tem8"", ""toefl"", ""greA""]",n.. 姿势；姿态 ; v.. 摆姿势；故作姿态,A2,null,"/ˈpɒs.tʃər/ (UK), /ˈpɑː.stʃɚ/ (US)"
pot,"[""highschool"", ""cet4"", ""tem4"", ""ielts""]",n.. 锅；罐；壶 ; v.. 盆栽种植；射击,B1,null,/pɒt/
potable,"[""greA""]",adj.. 可饮用的,B1,null,/ˈpoʊtəbəl/
potassium,"[""toefl""]",n.. 钾,C1,"```json
[""Science"", ""Health""]
```",/pəˈtæsiəm/
potation,"[""greA""]",n.. 畅饮；饮酒,B1,null,/poʊˈteɪʃən/
potato,"[""midschool"", ""highschool"", ""cet4"", ""tem4""]",n.. 土豆，马铃薯,A1,null,/pəˈteɪtoʊ/
potency,"[""tem8""]",n.. 效力；力量,B1,null,/ˈpoʊtənsi/
potent,"[""tem8"", ""ielts"", ""toefl""]",adj.. 强有力的；有效的,B2,null,/ˈpoʊtənt/
potentate,"[""greA""]",n.. 君主；统治者,B1,null,/ˈpoʊ.tən.teɪt/
potential,"[""midschool"", ""highschool"", ""cet4"", ""cet6"", ""tem4"", ""ielts"", ""toefl"", ""greA""]",adj.. 潜在的，可能的 ; n.. 潜力，可能性,B2,null,/pəˈtɛnʃəl/
potentiality,"[""ielts""]",n.. 潜在性；可能性,B1,null,/pəˌtɛnʃiˈæləti/
potentially,"[""cet6""]",adv.. 可能地,B2,"```json
[""Tech"", ""Science"", ""Environment"", ""Health"", ""Education""]
```",/pəˈtɛnʃəli/
potentiate,"[""greA""]",v.. 增强，强化,C2,null,/pəˈtenʃieɪt/
potluck,"[""tem8""]",n.. 百乐餐（自带食物共享的聚餐） ; adj.. 百乐餐式的,C2,null,/ˈpɒtˌlʌk/
potpourri,"[""greA""]",n.. 混合香料；杂烩；混合物,C2,null,/ˌpoʊpʊˈriː/
